Id,Measure,ValueAttribute,Value,StringValue,RegioS
20839,1014850_2,None,75.0,,BU00180205
20936,M000297,None,787.0,,BU00180206
20942,1014800_1,None,75.0,,BU00180206
20943,1014850_2,None,25.0,,BU00180206
21038,M000297,None,847.0,,BU00180207
21044,1014800_1,None,28.0,,BU00180207
21045,1014850_2,None,72.0,,BU00180207
21139,M000297,None,555.0,,BU00180208
21145,1014800_1,None,57.0,,BU00180208
21146,1014850_2,None,43.0,,BU00180208
21218,M000297,None,0.0,,BU00180209
21260,M000297,None,186.0,,BU00180210
21266,1014800_1,None,61.0,,BU00180210
21267,1014850_2,None,39.0,,BU00180210
21354,M000297,None,1296.0,,WK001803
21360,1014800_1,None,77.0,,WK001803
21361,1014850_2,None,23.0,,WK001803
21450,M000297,None,185.0,,BU00180301
21456,1014800_1,None,49.0,,BU00180301
21457,1014850_2,None,51.0,,BU00180301
21544,M000297,None,373.0,,BU00180302
21550,1014800_1,None,73.0,,BU00180302
21551,1014850_2,None,27.0,,BU00180302
21643,M000297,None,307.0,,BU00180303
21649,1014800_1,None,96.0,,BU00180303
21650,1014850_2,None,4.0,,BU00180303
21745,M000297,None,366.0,,BU00180304
21751,1014800_1,None,78.0,,BU00180304
21752,1014850_2,None,22.0,,BU00180304
21839,M000297,None,65.0,,BU00180305
21845,1014800_1,None,88.0,,BU00180305
21846,1014850_2,None,12.0,,BU00180305
21903,M000297,None,0.0,,BU00180306
21952,M000297,None,356.0,,WK001805
21958,1014800_1,None,87.0,,WK001805
21959,1014850_2,None,13.0,,WK001805
22047,M000297,None,281.0,,BU00180501
22053,1014800_1,None,87.0,,BU00180501
22054,1014850_2,None,13.0,,BU00180501
22138,M000297,None,75.0,,BU00180502
22144,1014800_1,None,87.0,,BU00180502
22145,1014850_2,None,12.0,,BU00180502
22231,M000297,None,680.0,,WK001806
22237,1014800_1,None,85.0,,WK001806
22238,1014850_2,None,15.0,,WK001806
22321,M000297,None,68.0,,BU00180601
22326,1014800_1,None,75.0,,BU00180601
22327,1014850_2,None,25.0,,BU00180601
22400,M000297,None,42.0,,BU00180602
22405,1014800_1,None,86.0,,BU00180602
22406,1014850_2,None,14.0,,BU00180602
22471,M000297,None,419.0,,BU00180603
22477,1014800_1,None,91.0,,BU00180603
22478,1014850_2,None,9.0,,BU00180603
22562,M000297,None,41.0,,BU00180604
22567,1014800_1,None,83.0,,BU00180604
22568,1014850_2,None,17.0,,BU00180604
22641,M000297,None,32.0,,BU00180605
22646,1014800_1,None,72.0,,BU00180605
22647,1014850_2,None,28.0,,BU00180605
22708,M000297,None,78.0,,BU00180606
22714,1014800_1,None,65.0,,BU00180606
22715,1014850_2,None,35.0,,BU00180606
22796,M000297,None,445.0,,WK001807
22802,1014800_1,None,59.0,,WK001807
22803,1014850_2,None,41.0,,WK001807
22898,M000297,None,391.0,,BU00180701
22904,1014800_1,None,56.0,,BU00180701
22905,1014850_2,None,44.0,,BU00180701
22997,M000297,None,54.0,,BU00180702
23003,1014800_1,None,81.0,,BU00180702
23004,1014850_2,None,19.0,,BU00180702
23090,M000297,None,365.0,,WK001808
23096,1014800_1,None,77.0,,WK001808
23097,1014850_2,None,23.0,,WK001808
23185,M000297,None,132.0,,BU00180801
23191,1014800_1,None,82.0,,BU00180801
23192,1014850_2,None,18.0,,BU00180801
23261,M000297,None,0.0,,BU00180802
23301,M000297,None,66.0,,BU00180803
23307,1014800_1,None,86.0,,BU00180803
23308,1014850_2,None,12.0,,BU00180803
23392,M000297,None,167.0,,BU00180804
23398,1014800_1,None,69.0,,BU00180804
23399,1014850_2,None,31.0,,BU00180804
23476,M000297,None,15.0,,WK001809
23518,M000297,None,15.0,,BU00180901
23579,M000297,None,3549.0,,WK001811
23585,1014800_1,None,61.0,,WK001811
23586,1014850_2,None,38.0,,WK001811
23683,M000297,None,957.0,,BU00181101
23689,1014800_1,None,40.0,,BU00181101
23690,1014850_2,None,58.0,,BU00181101
23788,M000297,None,326.0,,BU00181102
23794,1014800_1,None,72.0,,BU00181102
23795,1014850_2,None,28.0,,BU00181102
23891,M000297,None,601.0,,BU00181103
23897,1014800_1,None,54.0,,BU00181103
23898,1014850_2,None,46.0,,BU00181103
23994,M000297,None,324.0,,BU00181104
24000,1014800_1,None,45.0,,BU00181104
24001,1014850_2,None,54.0,,BU00181104
24089,M000297,None,712.0,,BU00181105
24095,1014800_1,None,79.0,,BU00181105
24096,1014850_2,None,20.0,,BU00181105
24193,M000297,None,164.0,,BU00181106
24199,1014800_1,None,95.0,,BU00181106
24200,1014850_2,None,5.0,,BU00181106
24287,M000297,None,104.0,,BU00181107
24293,1014800_1,None,89.0,,BU00181107
24294,1014850_2,None,11.0,,BU00181107
24378,M000297,None,22.0,,BU00181108
24383,1014800_1,None,82.0,,BU00181108
24384,1014850_2,None,18.0,,BU00181108
24457,M000297,None,339.0,,BU00181109
24463,1014800_1,None,77.0,,BU00181109
24464,1014850_2,None,22.0,,BU00181109
24559,M000297,None,8308.0,,GM0022
24565,1014800_1,None,63.0,,GM0022
24566,1014850_2,None,37.0,,GM0022
24662,M000297,None,4680.0,,WK002200
24668,1014800_1,None,56.0,,WK002200
24669,1014850_2,None,43.0,,WK002200
24760,M000297,None,259.0,,BU00220001
24766,1014800_1,None,88.0,,BU00220001
24767,1014850_2,None,12.0,,BU00220001
24861,M000297,None,2059.0,,BU00220002
24867,1014800_1,None,49.0,,BU00220002
24868,1014850_2,None,50.0,,BU00220002
24967,M000297,None,1808.0,,BU00220003
24973,1014800_1,None,50.0,,BU00220003
24974,1014850_2,None,50.0,,BU00220003
25066,M000297,None,151.0,,BU00220004
25072,1014800_1,None,92.0,,BU00220004
25073,1014850_2,None,8.0,,BU00220004
25143,M000297,None,6.0,,BU00220008
25198,M000297,None,397.0,,BU00220009
25204,1014800_1,None,88.0,,BU00220009
25205,1014850_2,None,12.0,,BU00220009
25299,M000297,None,1122.0,,WK002201
25305,1014800_1,None,77.0,,WK002201
25306,1014850_2,None,22.0,,WK002201
25401,M000297,None,574.0,,BU00220100
25407,1014800_1,None,67.0,,BU00220100
25408,1014850_2,None,33.0,,BU00220100
25499,M000297,None,90.0,,BU00220101
25505,1014800_1,None,92.0,,BU00220101
25506,1014850_2,None,8.0,,BU00220101
25583,M000297,None,71.0,,BU00220102
25589,1014800_1,None,82.0,,BU00220102
25590,1014850_2,None,15.0,,BU00220102
25662,M000297,None,40.0,,BU00220103
25667,1014800_1,None,88.0,,BU00220103
25668,1014850_2,None,13.0,,BU00220103
25729,M000297,None,37.0,,BU00220107
25734,1014800_1,None,95.0,,BU00220107
25735,1014850_2,None,5.0,,BU00220107
25801,M000297,None,52.0,,BU00220108
25806,1014800_1,None,85.0,,BU00220108
25807,1014850_2,None,15.0,,BU00220108
25880,M000297,None,258.0,,BU00220109
25886,1014800_1,None,88.0,,BU00220109
25887,1014850_2,None,12.0,,BU00220109
25975,M000297,None,1907.0,,WK002202
25981,1014800_1,None,64.0,,WK002202
25982,1014850_2,None,35.0,,WK002202
26079,M000297,None,760.0,,BU00220200
26085,1014800_1,None,68.0,,BU00220200
26086,1014850_2,None,31.0,,BU00220200
26183,M000297,None,974.0,,BU00220201
26189,1014800_1,None,59.0,,BU00220201
26190,1014850_2,None,41.0,,BU00220201
26284,M000297,None,173.0,,BU00220209
26290,1014800_1,None,79.0,,BU00220209
26291,1014850_2,None,20.0,,BU00220209
26374,M000297,None,158.0,,WK002204
26380,1014800_1,None,85.0,,WK002204
26381,1014850_2,None,15.0,,WK002204
26461,M000297,None,40.0,,BU00220400
26466,1014800_1,None,80.0,,BU00220400
26467,1014850_2,None,20.0,,BU00220400
26528,M000297,None,40.0,,BU00220401
26533,1014800_1,None,95.0,,BU00220401
26534,1014850_2,None,5.0,,BU00220401
26599,M000297,None,78.0,,BU00220409
26605,1014800_1,None,83.0,,BU00220409
26606,1014850_2,None,17.0,,BU00220409
26685,M000297,None,65.0,,WK002205
26691,1014800_1,None,86.0,,WK002205
26692,1014850_2,None,12.0,,WK002205
26769,M000297,None,36.0,,BU00220500
26774,1014800_1,None,86.0,,BU00220500
26775,1014850_2,None,11.0,,BU00220500
26841,M000297,None,29.0,,BU00220509
26846,1014800_1,None,86.0,,BU00220509
26847,1014850_2,None,14.0,,BU00220509
26908,M000297,None,249.0,,WK002206
26914,1014800_1,None,73.0,,WK002206
26915,1014850_2,None,27.0,,WK002206
27002,M000297,None,216.0,,BU00220600
27008,1014800_1,None,71.0,,BU00220600
27009,1014850_2,None,29.0,,BU00220600
27098,M000297,None,33.0,,BU00220609
27103,1014800_1,None,85.0,,BU00220609
27104,1014850_2,None,15.0,,BU00220609
27169,M000297,None,127.0,,WK002207
27175,1014800_1,None,87.0,,WK002207
27176,1014850_2,None,13.0,,WK002207
27262,M000297,None,100.0,,BU00220700
27268,1014800_1,None,85.0,,BU00220700
27269,1014850_2,None,15.0,,BU00220700
27356,M000297,None,27.0,,BU00220709
27361,1014800_1,None,96.0,,BU00220709
27362,1014850_2,None,4.0,,BU00220709
27428,M000297,None,4508.0,,GM0024
27434,1014800_1,None,66.0,,GM0024
27435,1014850_2,None,34.0,,GM0024
27531,M000297,None,1644.0,,WK002400
27537,1014800_1,None,63.0,,WK002400
27538,1014850_2,None,36.0,,WK002400
27635,M000297,None,1089.0,,BU00240000
27641,1014800_1,None,58.0,,BU00240000
27642,1014850_2,None,40.0,,BU00240000
27738,M000297,None,227.0,,BU00240001
27744,1014800_1,None,67.0,,BU00240001
27745,1014850_2,None,33.0,,BU00240001
27833,M000297,None,144.0,,BU00240002
27839,1014800_1,None,65.0,,BU00240002
27840,1014850_2,None,35.0,,BU00240002
27928,M000297,None,58.0,,BU00240003
27934,1014800_1,None,91.0,,BU00240003
27935,1014850_2,None,9.0,,BU00240003
27990,M000297,None,1.0,,BU00240005
28033,M000297,None,44.0,,BU00240008
28038,1014800_1,None,84.0,,BU00240008
28039,1014850_2,None,14.0,,BU00240008
28111,M000297,None,81.0,,BU00240009
28117,1014800_1,None,83.0,,BU00240009
28118,1014850_2,None,15.0,,BU00240009
28203,M000297,None,737.0,,WK002401
28209,1014800_1,None,74.0,,WK002401
28210,1014850_2,None,26.0,,WK002401
28302,M000297,None,394.0,,BU00240100
28308,1014800_1,None,70.0,,BU00240100
28309,1014850_2,None,30.0,,BU00240100
28397,M000297,None,156.0,,BU00240101
28403,1014800_1,None,78.0,,BU00240101
28404,1014850_2,None,22.0,,BU00240101
28489,M000297,None,92.0,,BU00240102
28495,1014800_1,None,78.0,,BU00240102
28496,1014850_2,None,22.0,,BU00240102
28578,M000297,None,95.0,,BU00240109
28584,1014800_1,None,77.0,,BU00240109
28585,1014850_2,None,19.0,,BU00240109
28671,M000297,None,1168.0,,WK002402
28677,1014800_1,None,59.0,,WK002402
28678,1014850_2,None,41.0,,WK002402
28775,M000297,None,937.0,,BU00240200
28781,1014800_1,None,52.0,,BU00240200
28782,1014850_2,None,47.0,,BU00240200
28874,M000297,None,38.0,,BU00240201
28879,1014800_1,None,92.0,,BU00240201
28880,1014850_2,None,8.0,,BU00240201
28945,M000297,None,54.0,,BU00240202
28950,1014800_1,None,87.0,,BU00240202
28951,1014850_2,None,13.0,,BU00240202
29016,M000297,None,30.0,,BU00240203
29021,1014800_1,None,90.0,,BU00240203
29022,1014850_2,None,10.0,,BU00240203
29083,M000297,None,109.0,,BU00240209
29089,1014800_1,None,81.0,,BU00240209
29090,1014850_2,None,18.0,,BU00240209
29178,M000297,None,959.0,,WK002403
29184,1014800_1,None,72.0,,WK002403
29185,1014850_2,None,28.0,,WK002403
29273,M000297,None,327.0,,BU00240300
29279,1014800_1,None,66.0,,BU00240300
29280,1014850_2,None,34.0,,BU00240300
29369,M000297,None,183.0,,BU00240301
29375,1014800_1,None,71.0,,BU00240301
29376,1014850_2,None,28.0,,BU00240301
29464,M000297,None,90.0,,BU00240302
29470,1014800_1,None,64.0,,BU00240302
29471,1014850_2,None,36.0,,BU00240302
29549,M000297,None,91.0,,BU00240303
29555,1014800_1,None,71.0,,BU00240303
29556,1014850_2,None,29.0,,BU00240303
29632,M000297,None,77.0,,BU00240304
29638,1014800_1,None,71.0,,BU00240304
29639,1014850_2,None,29.0,,BU00240304
29714,M000297,None,44.0,,BU00240305
29719,1014800_1,None,91.0,,BU00240305
29720,1014850_2,None,9.0,,BU00240305
29780,M000297,None,147.0,,BU00240309
29786,1014800_1,None,84.0,,BU00240309
29787,1014850_2,None,15.0,,BU00240309
29873,M000297,None,4156.0,,GM0025
29879,1014800_1,None,72.0,,GM0025
29880,1014850_2,None,28.0,,GM0025
29976,M000297,None,3212.0,,WK002500
29982,1014800_1,None,70.0,,WK002500
29983,1014850_2,None,29.0,,WK002500
30080,M000297,None,2118.0,,BU00250000
30086,1014800_1,None,65.0,,BU00250000
30087,1014850_2,None,35.0,,BU00250000
30181,M000297,None,273.0,,BU00250002
30187,1014800_1,None,75.0,,BU00250002
30188,1014850_2,None,24.0,,BU00250002
30276,M000297,None,202.0,,BU00250003
30282,1014800_1,None,83.0,,BU00250003
30283,1014850_2,None,17.0,,BU00250003
30368,M000297,None,138.0,,BU00250004
30374,1014800_1,None,83.0,,BU00250004
30375,1014850_2,None,17.0,,BU00250004
30460,M000297,None,70.0,,BU00250005
30466,1014800_1,None,91.0,,BU00250005
30467,1014850_2,None,7.0,,BU00250005
30545,M000297,None,94.0,,BU00250006
30551,1014800_1,None,72.0,,BU00250006
30552,1014850_2,None,24.0,,BU00250006
30638,M000297,None,62.0,,BU00250007
30643,1014800_1,None,85.0,,BU00250007
30644,1014850_2,None,15.0,,BU00250007
30722,M000297,None,84.0,,BU00250008
30728,1014800_1,None,80.0,,BU00250008
30729,1014850_2,None,15.0,,BU00250008
30812,M000297,None,171.0,,BU00250009
30818,1014800_1,None,87.0,,BU00250009
30819,1014850_2,None,12.0,,BU00250009
30907,M000297,None,944.0,,WK002501
30913,1014800_1,None,75.0,,WK002501
30914,1014850_2,None,25.0,,WK002501
31009,M000297,None,577.0,,BU00250100
31015,1014800_1,None,67.0,,BU00250100
31016,1014850_2,None,33.0,,BU00250100
31106,M000297,None,31.0,,BU00250101
31111,1014800_1,None,87.0,,BU00250101
31112,1014850_2,None,13.0,,BU00250101
31171,M000297,None,84.0,,BU00250102
31177,1014800_1,None,89.0,,BU00250102
31178,1014850_2,None,10.0,,BU00250102
31259,M000297,None,83.0,,BU00250104
31265,1014800_1,None,94.0,,BU00250104
31266,1014850_2,None,6.0,,BU00250104
31343,M000297,None,88.0,,BU00250108
31349,1014800_1,None,85.0,,BU00250108
31350,1014850_2,None,14.0,,BU00250108
31429,M000297,None,81.0,,BU00250109
31435,1014800_1,None,83.0,,BU00250109
31436,1014850_2,None,17.0,,BU00250109
31515,M000297,None,77609.0,,GM0034
31521,1014800_1,None,62.0,,GM0034
31522,1014850_2,None,37.0,,GM0034
31616,M000297,None,10060.0,,WK003401
31622,1014800_1,None,52.0,,WK003401
31623,1014850_2,None,48.0,,WK003401
31720,M000297,None,937.0,,BU00340101
31726,1014800_1,None,26.0,,BU00340101
31727,1014850_2,None,71.0,,BU00340101
31822,M000297,None,1247.0,,BU00340102
31828,1014800_1,None,39.0,,BU00340102
31829,1014850_2,None,61.0,,BU00340102
31924,M000297,None,1128.0,,BU00340103
31930,1014800_1,None,41.0,,BU00340103
31931,1014850_2,None,59.0,,BU00340103
32030,M000297,None,1026.0,,BU00340104
32036,1014800_1,None,58.0,,BU00340104
32037,1014850_2,None,42.0,,BU00340104
32134,M000297,None,987.0,,BU00340105
32140,1014800_1,None,58.0,,BU00340105
32141,1014850_2,None,42.0,,BU00340105
32238,M000297,None,1183.0,,BU00340106
32244,1014800_1,None,60.0,,BU00340106
32245,1014850_2,None,40.0,,BU00340106
32344,M000297,None,1148.0,,BU00340107
32350,1014800_1,None,78.0,,BU00340107
32351,1014850_2,None,22.0,,BU00340107
32448,M000297,None,1654.0,,BU00340108
32454,1014800_1,None,31.0,,BU00340108
32455,1014850_2,None,69.0,,BU00340108
32553,M000297,None,590.0,,BU00340109
32559,1014800_1,None,97.0,,BU00340109
32560,1014850_2,None,3.0,,BU00340109
32657,M000297,None,145.0,,BU00340110
32663,1014800_1,None,94.0,,BU00340110
32664,1014850_2,None,6.0,,BU00340110
32737,M000297,None,13.0,,BU00340171
32784,M000297,None,1.0,,BU00340173
32812,M000297,None,1.0,,BU00340199
32861,M000297,None,42470.0,,WK003402
32867,1014800_1,None,63.0,,WK003402
32868,1014850_2,None,37.0,,WK003402
32965,M000297,None,2300.0,,BU00340201
32971,1014800_1,None,31.0,,BU00340201
32972,1014850_2,None,69.0,,BU00340201
33063,M000297,None,4253.0,,BU00340202
33069,1014800_1,None,63.0,,BU00340202
33070,1014850_2,None,37.0,,BU00340202
33169,M000297,None,2122.0,,BU00340203
33175,1014800_1,None,71.0,,BU00340203
33176,1014850_2,None,29.0,,BU00340203
33271,M000297,None,2153.0,,BU00340204
33277,1014800_1,None,58.0,,BU00340204
33278,1014850_2,None,42.0,,BU00340204
33377,M000297,None,1374.0,,BU00340205
33383,1014800_1,None,69.0,,BU00340205
33384,1014850_2,None,31.0,,BU00340205
33482,M000297,None,3091.0,,BU00340206
33488,1014800_1,None,74.0,,BU00340206
33489,1014850_2,None,26.0,,BU00340206
33588,M000297,None,1165.0,,BU00340209
33594,1014800_1,None,24.0,,BU00340209
33595,1014850_2,None,76.0,,BU00340209
33690,M000297,None,3293.0,,BU00340210
33696,1014800_1,None,61.0,,BU00340210
33697,1014850_2,None,39.0,,BU00340210
33796,M000297,None,4182.0,,BU00340211
33802,1014800_1,None,47.0,,BU00340211
33803,1014850_2,None,53.0,,BU00340211
33902,M000297,None,3440.0,,BU00340214
33908,1014800_1,None,72.0,,BU00340214
33909,1014850_2,None,26.0,,BU00340214
34008,M000297,None,2180.0,,BU00340215
34014,1014800_1,None,78.0,,BU00340215
34015,1014850_2,None,21.0,,BU00340215
34114,M000297,None,5776.0,,BU00340220
34120,1014800_1,None,69.0,,BU00340220
34121,1014850_2,None,31.0,,BU00340220
34220,M000297,None,7127.0,,BU00340221
34226,1014800_1,None,67.0,,BU00340221
34227,1014850_2,None,33.0,,BU00340221
34305,M000297,None,3.0,,BU00340271
34342,M000297,None,3.0,,BU00340272
34383,M000297,None,0.0,,BU00340273
34418,M000297,None,0.0,,BU00340274
34453,M000297,None,0.0,,BU00340275
34488,M000297,None,0.0,,BU00340276
34524,M000297,None,8.0,,BU00340299
34581,M000297,None,21155.0,,WK003403
34587,1014800_1,None,66.0,,WK003403
34588,1014850_2,None,34.0,,WK003403
34685,M000297,None,895.0,,BU00340301
34691,1014800_1,None,19.0,,BU00340301
34692,1014850_2,None,81.0,,BU00340301
34787,M000297,None,1972.0,,BU00340302
34793,1014800_1,None,71.0,,BU00340302
34794,1014850_2,None,29.0,,BU00340302
34893,M000297,None,1929.0,,BU00340303
34899,1014800_1,None,70.0,,BU00340303
34900,1014850_2,None,30.0,,BU00340303
34999,M000297,None,1622.0,,BU00340304
35005,1014800_1,None,55.0,,BU00340304
35006,1014850_2,None,45.0,,BU00340304
35103,M000297,None,1807.0,,BU00340305
35109,1014800_1,None,63.0,,BU00340305
35110,1014850_2,None,37.0,,BU00340305
35209,M000297,None,1536.0,,BU00340306
35215,1014800_1,None,67.0,,BU00340306
35216,1014850_2,None,33.0,,BU00340306
35315,M000297,None,1639.0,,BU00340307
35321,1014800_1,None,71.0,,BU00340307
35322,1014850_2,None,29.0,,BU00340307
35421,M000297,None,2266.0,,BU00340308
35427,1014800_1,None,60.0,,BU00340308
35428,1014850_2,None,40.0,,BU00340308
35527,M000297,None,2078.0,,BU00340309
35533,1014800_1,None,68.0,,BU00340309
35534,1014850_2,None,32.0,,BU00340309
35632,M000297,None,410.0,,BU00340310
35638,1014800_1,None,47.0,,BU00340310
35639,1014850_2,None,53.0,,BU00340310
35732,M000297,None,2165.0,,BU00340311
35738,1014800_1,None,76.0,,BU00340311
35739,1014850_2,None,24.0,,BU00340311
35838,M000297,None,2341.0,,BU00340312
35844,1014800_1,None,79.0,,BU00340312
35845,1014850_2,None,21.0,,BU00340312
35944,M000297,None,387.0,,BU00340313
35950,1014800_1,None,98.0,,BU00340313
35951,1014850_2,None,2.0,,BU00340313
36047,M000297,None,11.0,,BU00340371
36092,M000297,None,7.0,,BU00340372
36148,M000297,None,73.0,,BU00340373
36154,1014800_1,None,64.0,,BU00340373
36155,1014850_2,None,36.0,,BU00340373
36224,M000297,None,17.0,,BU00340399
36283,M000297,None,3373.0,,WK003404
36289,1014800_1,None,59.0,,WK003404
36290,1014850_2,None,39.0,,WK003404
36386,M000297,None,774.0,,BU00340402
36392,1014800_1,None,54.0,,BU00340402
36393,1014850_2,None,42.0,,BU00340402
36490,M000297,None,1477.0,,BU00340403
36496,1014800_1,None,70.0,,BU00340403
36497,1014850_2,None,27.0,,BU00340403
36589,M000297,None,81.0,,BU00340405
36595,1014800_1,None,86.0,,BU00340405
36596,1014850_2,None,14.0,,BU00340405
36657,M000297,None,0.0,,BU00340420
36703,M000297,None,1041.0,,BU00340421
36709,1014800_1,None,45.0,,BU00340421
36710,1014850_2,None,55.0,,BU00340421
36782,M000297,None,0.0,,BU00340422
36810,M000297,None,0.0,,BU00340423
36835,M000297,None,0.0,,BU00340471
36870,M000297,None,0.0,,BU00340472
36898,M000297,None,0.0,,BU00340473
36926,M000297,None,0.0,,BU00340499
36975,M000297,None,550.0,,WK003405
36981,1014800_1,None,95.0,,WK003405
36982,1014850_2,None,5.0,,WK003405
37071,M000297,None,481.0,,BU00340502
37077,1014800_1,None,96.0,,BU00340502
37078,1014850_2,None,4.0,,BU00340502
37147,M000297,None,0.0,,BU00340503
37176,M000297,None,0.0,,BU00340571
37216,M000297,None,69.0,,BU00340599
37222,1014800_1,None,88.0,,BU00340599
37223,1014850_2,None,12.0,,BU00340599
37286,M000297,None,1.0,,WK003406
37312,M000297,None,1.0,,BU00340699
37361,M000297,None,14922.0,,GM0037
37367,1014800_1,None,57.0,,GM0037
37368,1014850_2,None,42.0,,GM0037
37464,M000297,None,9261.0,,WK003701
37470,1014800_1,None,53.0,,WK003701
37471,1014850_2,None,46.0,,WK003701
37568,M000297,None,926.0,,BU00370100
37574,1014800_1,None,42.0,,BU00370100
37575,1014850_2,None,54.0,,BU00370100
37669,M000297,None,697.0,,BU00370101
37675,1014800_1,None,10.0,,BU00370101
37676,1014850_2,None,90.0,,BU00370101
37773,M000297,None,1146.0,,BU00370102
